Date,Beef_dpp
1983-09,16.242401462010587
1983-10,16.03557232711978
1983-11,14.929653456854178
1983-12,15.110775982279701
1984-01,14.68335673007026
1984-02,14.21719519975388
1984-03,14.922904157350503
1984-04,13.542208187779725
1984-05,15.875220865134398
1984-06,15.262520530698138
1984-07,14.805809868056855
1984-08,16.242013121022822
1984-09,14.528517276046177
1984-10,16.670922437082005
1984-11,14.593931273790638
1984-12,13.755724649747346
1985-01,15.667026728825633
1985-02,13.18360487735116
1985-03,14.077704412624929
1985-04,14.64286976094617
1985-05,15.877692975346463
1985-06,14.370739490831966
1985-07,15.62597365759231
1985-08,16.031644619363615
1985-09,15.041836893834224
1985-10,16.025613274882446
1985-11,13.628069783067543
1985-12,13.912672537326605
1986-01,16.188108197500075
1986-02,13.220948325887184
1986-03,14.016101988153382
1986-04,16.03268900785999
1986-05,16.013777599615274
1986-06,15.2893816506082
1986-07,16.34230931129946
1986-08,15.702986069405894
1986-09,15.588674336663278
1986-10,16.40073010258227
1986-11,13.480820121593453
1986-12,14.808418678910257
1987-01,15.75404169507765
1987-02,12.864294595771387
1987-03,14.285805027432206
1987-04,14.39393006373184
1987-05,13.800511509943648
1987-06,14.829128433664838
1987-07,15.298108783638389
1987-08,15.028384333653602
1987-09,15.439763002632526
1987-10,15.796898583928733
1987-11,13.561519994458187
1987-12,14.466292014258547
1988-01,14.60220672309978
1988-02,13.50303557882796
1988-03,14.340651465394108
1988-04,13.71803645465975
1988-05,14.30971575655171
1988-06,15.235164311753188
1988-07,14.880249778031816
1988-08,16.174774478835914
1988-09,15.198236758461396
1988-10,14.948046577727572
1988-11,13.957894282465052
1988-12,13.91126321316221
1989-01,13.964699434957298
1989-02,12.813310180517464
1989-03,13.933391095447178
1989-04,12.90677939986376
1989-05,14.872813471553686
1989-06,15.109155477363915
1989-07,13.966269409924646
1989-08,15.583424657257854
1989-09,14.228470422777688
1989-10,15.278631742871308
1989-11,14.22107634712502
1989-12,13.542229300115045
1990-01,14.252895514396098
1990-02,12.50098977781698
1990-03,13.793962636368155
1990-04,12.694302790510992
1990-05,14.916025662844898
1990-06,14.754540858352115
1990-07,14.40716412597907
1990-08,15.233922947866855
1990-09,13.38391896556782
1990-10,15.058975246075576
1990-11,13.38486346727139
1990-12,12.16818036007835
1991-01,14.239395474350577
1991-02,12.19127770417731
1991-03,12.4733619834114
1991-04,13.530503700931936
1991-05,14.18741661957553
1991-06,13.687850563375438
1991-07,14.483806055597627
1991-08,15.067082674235932
1991-09,14.133657633259475
1991-10,15.38825094957542
1991-11,13.02771762839866
1991-12,12.818273564484864
1992-01,14.625797938932747
1992-02,12.025782918740916
1992-03,13.250504082052242
1992-04,12.567080682389433
1992-05,13.542204919240115
1992-06,14.544524204866308
1992-07,14.374434721059416
1992-08,14.093993383400354
1992-09,14.22408098923561
1992-10,14.402831626526204
1992-11,12.518806916259209
1992-12,13.193272347627918
1993-01,12.75229778944181
1993-02,11.61073144808949
1993-03,13.067824441896589
1993-04,12.426118138004709
1993-05,13.130061394472301
1993-06,14.612792669869858
1993-07,14.015201693143279
1993-08,14.624084464553107
1993-09,14.286862773142893
1993-10,13.904401858371774
1993-11,13.215515929140238
1993-12,13.559822008962952
1994-01,13.350474557787015
1994-02,12.222476224774615
1994-03,13.820845554201005
1994-04,12.908155950466131
1994-05,13.607392116556667
1994-06,14.892378489681617
1994-07,13.733314698043953
1994-08,15.136574726536752
1994-09,14.607308896999685
1994-10,14.295159638459443
1994-11,13.36773209146963
1994-12,13.669095984582164
1995-01,13.492658313861927
1995-02,11.951276509091256
1995-03,13.92140792833007
1995-04,12.353774711624535
1995-05,14.730713916742136
1995-06,15.627036911203387
1995-07,14.083995049300713
1995-08,15.743822399382351
1995-09,15.132325817586297
1995-10,14.779652776147682
1995-11,14.085870820071337
1995-12,13.46800130708209
1996-01,14.921965481543891
1996-02,13.773509048411418
1996-03,13.611939643084247
1996-04,14.523344796998463
1996-05,15.616849276373946
1996-06,14.825619943050512
1996-07,14.801669142117373
1996-08,15.39947965009978
1996-09,12.898922398815362
1996-10,14.762824994290836
1996-11,13.228281835529755
1996-12,13.176421653443446
1997-01,15.022506725250683
1997-02,12.812589131373453
1997-03,13.292941278895421
1997-04,14.059864990794093
1997-05,14.876172796657793
1997-06,14.473877014314077
1997-07,15.275015081797866
1997-08,15.118943573556521
1997-09,14.322362839915728
1997-10,15.554583466831918
1997-11,12.93729519021093
1997-12,13.45994580812494
1998-01,14.43241346346603
1998-02,13.07787510121497
1998-03,13.724371357517878
1998-04,13.813093355410295
1998-05,14.007006920964116
1998-06,15.005389705187202
1998-07,14.666251475361989
1998-08,14.858720897772239
1998-09,14.605764965828332
1998-10,14.840689480402839
1998-11,13.10642295909381
1998-12,14.02382960410363
1999-01,14.37580918332672
1999-02,13.034712368508028
1999-03,14.72049436897146
1999-04,14.158149316632427
1999-05,14.142954793419236
1999-06,15.411646012790797
1999-07,14.980703376221804
1999-08,15.31697451072051
1999-09,14.79022805562381
1999-10,15.271686327982874
1999-11,14.019393557227845
1999-12,13.925702202604887
2000-01,14.182102555113199
2000-02,14.060736282835348
2000-03,14.993439363544423
2000-04,13.063664245483073
2000-05,14.950702452000241
2000-06,15.46366057242118
2000-07,14.239720080928851
2000-08,15.920228297170311
2000-09,14.658105008891491
2000-10,15.103912087000136
2000-11,13.87542191082284
2000-12,12.609559641167086
2001-01,13.985040931914845
2001-02,11.65500203346712
2001-03,13.36264418697819
2001-04,12.206505091054568
2001-05,14.68753412104136
2001-06,14.457202013461432
2001-07,13.829901225556306
2001-08,15.609112578596498
2001-09,13.455474474403712
2001-10,15.37446859781621
2001-11,14.078625687489362
2001-12,13.347164430595607
2002-01,14.706287393955787
2002-02,12.398787855832921
2002-03,12.88150808820144
2002-04,13.826626967269867
2002-05,14.702137027336127
2002-06,14.455857314279141
2002-07,15.316478205718228
2002-08,15.515456777112007
2002-09,13.567809235681242
2002-10,15.747564400591292
2002-11,13.34846127334889
2002-12,13.056736132290053
2003-01,14.074128231439987
2003-02,11.821268431153172
2003-03,12.51155462198271
2003-04,13.195873206266304
2003-05,14.562476648992567
2003-06,14.77978801082975
2003-07,15.185960116437078
2003-08,14.451065528083989
2003-09,14.39270793742824
2003-10,13.717463562087426
2003-11,10.871363348757512
2003-12,12.226294411604387
2004-01,11.686631093676452
2004-02,10.799902773617163
2004-03,12.976899755413578
2004-04,11.993298188204232
2004-05,12.673835737767286
2004-06,13.795728860070012
2004-07,12.859325892388737
2004-08,13.136284678838017
2004-09,12.783422211165044
2004-10,12.839180252810863
2004-11,11.705453328238615
2004-12,12.342207517023821
2005-01,11.31231718053171
2005-02,10.470782387421831
2005-03,12.37015116027374
2005-04,11.261723575804957
2005-05,12.596373647356438
2005-06,13.571682651910868
2005-07,12.541693977738284
2005-08,14.110438344615625
2005-09,13.110684858687074
2005-10,12.596640129849359
2005-11,12.652250373252299
2005-12,12.56823225012819
2006-01,12.326148149008102
2006-02,10.702995146670597
2006-03,13.34894656045076
2006-04,11.677499422280144
2006-05,13.89455969810729
2006-06,14.806702201855998
2006-07,13.261486751829326
2006-08,14.735714681757797
2006-09,12.921798167163479
2006-10,13.318616100402899
2006-11,13.311494307297735
2006-12,11.96497688490504
2007-01,12.81791995740999
2007-02,11.314618707483385
2007-03,12.400574419900655
2007-04,11.787146110661768
2007-05,13.526420587625237
2007-06,13.9654687238298
2007-07,13.302970963430093
2007-08,14.548704278172611
2007-09,12.291219050222775
2007-10,14.603305194737013
2007-11,13.21716478067294
2007-12,12.135566186540562
2008-01,13.047533636362914
2008-02,11.886293067715785
2008-03,12.219372679035661
2008-04,13.215220291480561
2008-05,14.060510000385865
2008-06,13.271259713190103
2008-07,13.996245325038775
2008-08,13.353808210716029
2008-09,13.357857123676041
2008-10,13.816695560476857
2008-11,11.325828970904341
2008-12,12.123201747449341
2009-01,12.224851055196847
2009-02,11.467720004746594
2009-03,12.47487018262376
2009-04,12.339887806211637
2009-05,12.673548170110665
2009-06,13.325059086562105
2009-07,13.195418633519932
2009-08,12.66255464665367
2009-09,13.106578087955484
2009-10,13.282433716330956
2009-11,11.66402244583786
2009-12,12.411056405433241
2010-01,11.982621259977822
2010-02,11.175849996455048
2010-03,12.876905050650533
2010-04,12.424459304562225
2010-05,12.103201528615934
2010-06,13.59297137399934
2010-07,12.989132512047284
2010-08,13.360090905439876
2010-09,13.199754992079693
2010-10,13.059175670206223
2010-11,13.062505478221158
2010-12,13.273099671049561
2011-01,12.244034047491756
2011-02,11.544658877471107
2011-03,13.132359382043106
2011-04,11.776057537530367
2011-05,12.22437639433138
2011-06,13.735901487023954
2011-07,12.245506365595807
2011-08,13.852511487924483
2011-09,12.65670435205132
2011-10,12.694932469799317
2011-11,12.329596991696748
2011-12,12.079294890475918
2012-01,11.945354684080701
2012-02,11.241772439352504
2012-03,12.325355443739735
2012-04,11.084215034072734
2012-05,12.646555427700363
2012-06,12.84305714625847
2012-07,12.531251746102278
2012-08,13.4903435721399
2012-09,11.301047125806614
2012-10,13.319142316027571
2012-11,12.453060453852878
2012-12,11.258801367011582
2013-01,12.674249103762588
2013-02,10.27212964127973
2013-03,11.375974824168404
2013-04,11.879245648294688
2013-05,12.561007137041633
2013-06,12.171496377552705
2013-07,12.930070826089203
2013-08,12.630653734811894
2013-09,11.603016404985981
2013-10,12.989636266692154
2013-11,11.443730957785677
2013-12,11.343856708297176
2014-01,11.938130358605942
2014-02,9.757524796235835
2014-03,10.745879889836601
2014-04,11.388487569138057
2014-05,11.591986413461868
2014-06,11.652369031209254
2014-07,11.772882999634072
2014-08,11.318411538957756
2014-09,11.721703038323607
2014-10,12.220817590443714
2014-11,10.337700460750625
2014-12,11.233255558532479
2015-01,10.848649727946706
2015-02,9.612964303305134
2015-03,10.739253924329512
2015-04,10.694907118153523
2015-05,10.595071268447017
2015-06,11.05146650799809
2015-07,11.26848096929555
2015-08,10.575931874376334
2015-09,11.414877263099475
2015-10,11.586223750517846
2015-11,10.466797186499875
2015-12,11.17333351117264
2016-01,10.507905588961188
2016-02,10.014396801725981
2016-03,11.44752270281257
2016-04,10.611295933313638
2016-05,10.978865205966397
2016-06,11.964017869652517
2016-07,10.913210286674552
2016-08,12.40209005581438
2016-09,11.88818719234679
2016-10,11.966842319595532
2016-11,12.25955206142982
2016-12,11.87954747080877
2017-01,11.323860121880108
2017-02,10.357142624263336
2017-03,12.28205774415945
2017-04,10.522841896507272
2017-05,11.651487006753353
2017-06,12.51089098432574
2017-07,11.341761087390523
2017-08,13.143353318602786
2017-09,12.002147543768539
2017-10,12.584067332384096
2017-11,12.574855409410949
2017-12,11.797597486197557
2018-01,12.435178208774794
2018-02,10.594466193347248
2018-03,12.071343747674977
2018-04,11.387148171135285
2018-05,12.52901286486406
2018-06,12.539067534147073
2018-07,12.156833295975908
2018-08,13.22582171614524
2018-09,11.616791616208852
2018-10,13.297324986177639
2018-11,12.606375303151147
2018-12,11.400706102899557
2019-01,12.545165959926901
2019-02,10.48282746837904
2019-03,11.40971518367683
2019-04,12.235823942630054
2019-05,12.652839657306563
2019-06,12.074572282474634
2019-07,12.85513615627996
2019-08,12.822942931435804
2019-09,11.818526499164697
2019-10,13.382616206204009
2019-11,12.568081170468172
2019-12,12.32979572229281
2020-01,13.038507624842367
2020-02,11.453734752493673
2020-03,13.111504313669156
2020-04,9.458589299005464
2020-05,9.81837901791705
2020-06,13.021029544419049
2020-07,13.111208396527196
2020-08,12.600049471883052
2020-09,12.735655399091872
2020-10,13.44472598456588
2020-11,12.149147623723284
2020-12,12.588914640964356
2021-01,12.337479527623453
2021-02,11.223353488867504
2021-03,13.39098256306086
2021-04,12.631163964615242
2021-05,11.819339766725907
2021-06,12.938785330023181
2021-07,12.430648383496706
2021-08,12.66935310612075
2021-09,12.29042074717995
2021-10,12.691482027036502
2021-11,12.797032989220051
2021-12,12.763109255573944
2022-01,12.12996829641618
2022-02,12.009430493080181
2022-03,13.527999036579692
2022-04,12.4185179226478
2022-05,12.16007743127356
2022-06,13.119672961568142
2022-07,11.870203873227709
2022-08,13.37320402873606
2022-09,12.647824413078824
2022-10,12.694199531727492
2022-11,12.905391034445369
2022-12,11.655644407990902
2023-01,12.120651860219942
2023-02,10.836810147395704
2023-03,12.750606488839173
2023-04,10.737530089843606
2023-05,12.160348253274455
2023-06,12.365781832142746
2023-07,11.027439915298327
2023-08,12.53297409339333
2023-09,11.341758538169797
2023-10,12.40090459933582
2023-11,12.106994246785048
2023-12,11.632047948521073
